sentiment,tweet_text
0.0,hallo spd |lbr| warum setzt ihr für eine groko als bedingung nicht einen anderen kanzler als merkel?
0.0,USRTOK USRTOK irgendwann ist schluss mit reden und toleranz
1.0,USRTOK USRTOK ehrliche antwort : wir haben schwachmaten und dumpfbacken als politiker! 😉
1.0,nur die dumm-deutschen wollen es nicht begreifen!! |lbr| dumbest woman on earth: angela merkel says islam is ‘not the source of terrorism’
0.0,"USRTOK ""traut ihr euch nicht, gelle. war schon klar!"" gehört zumindest für uns nicht zum üblichen einstieg in eine sachlich geführte diskussion. wenn das bei ihnen anders aussieht, tut uns das sehr leid für sie. |lbr| bei den bürgschaften geht es im übrigen um die aufnahme von verwandten."
1.0,USRTOK USRTOK es gäbe eine lösung...wir sollten als verstärkung die maghreb-polizei holen |lbr| nichts fürchten die kleinen schmarotzer mehr..!
0.0,"USRTOK andreas, kannst du nicht so ca. 10 stück nach mecklenburg beamen??? 😜 ich würde mich auch von waldheidelbeeren trennen 😂"
0.0,"es kann nicht sein, dass in deutschland mehr asylanträge gestellt werden als in allen anderen eu-ländern zusammen. die eu muss bei der lösung der weltweiten flüchtlingskrise solidarisch sein und endlich antworten liefern."
0.0,USRTOK USRTOK war doch nur ein „polenböller“
1.0,mit dem geld für die goldjungenfamilien hätte man jedem deutschen rentner/in ein menschenwürdiges dasein sichern können.zur hölle mit merkel
1.0,"eins hat sultan erdogan schnell erkannt, der weg zum islamischen großreich (is) wurde ihm vom ""gefühlsdusel-westen"" gut geebnet u. bezahlt 😜"
0.0,"USRTOK ich habe ja immer noch die option nach koszalin, od. bialogard zu ziehen 😜"
0.0,"USRTOK USRTOK USRTOK USRTOK USRTOK um mich hier einzuklinken, kurze info an euch, verzettelt euch nicht in diesen (nazidiskussionen) den das ist von der brd mafia gewollt, „teile und herrsche“ ist deren system fallt nicht darauf herein, einigkeit hassen sie, deshalb vereinigt euch alle‼️‼️"
0.0,"USRTOK USRTOK ist eben ein dackel, macht meiner auch so &gt; baut sich dann noch auf, wie ein ""rotti"" 😂😂😂"
0.0,"josef schuster, präsident zdj: ""die existenz iraels ist für uns juden nicht eine frage der staatsräson, sondern der lebensräson."" #dilk16"
0.0,heute in die zeit ein grosses interview mit mir ueber isis (is) und lage in der region!
1.0,"USRTOK USRTOK und das von einem ungewaschenen ! au backe, lord helmchen !"
0.0,"falls die seite in der nächsten zeit kurz offline ist, bitten wir um verständnis - es wird gerade viel an ihr herumgebastelt. :-) danke!"
1.0,"USRTOK sie sind leider ohne bildung und ohne orthographische |lbr| grundkenntnisse berechtigt, ihren politischen müll hinauszuonanieren."
0.0,"USRTOK cdu hat koalition mit afd eindeutig ausgeschlossen, spd dagegen koalition mit linke nicht."
1.0,"USRTOK gabriel hat sich gemeldet weil er auch mal was sagen wollte!! diese witzfigur nimmt doch keiner erst, weltweit nicht!!"
0.0,bin gerade so mett ........
1.0,USRTOK USRTOK das ist ein spinner der türken hasst
1.0,"defende europe. ja, da stimme ich zu. wir brauchen keine |lbr| nazis. wir brauchen politiker mit hirn und nicht mit magenverkleinerung."
0.0,USRTOK ja die machen das tatsächlich...ich könnte mir vorstellen sogar gegen ihren willen....
0.0,"liebe #ard &amp; #zdf, sind die dramatischen +demokratisch-existentiellen ereignisse in #barcelona keine sondersendung wert? habt ihr urlaub?"
0.0,"USRTOK biologische eigenschaften sind angeboren, ideologien nicht."
0.0,USRTOK machts wie die asiaten mit mundschutz rumlaufen xd es gibt sogar welche mit motiven
0.0,USRTOK dafür hat jemand bluten und teuer bezahlen müssen..
1.0,USRTOK USRTOK nennen wir sie beim namen..deserteure fahnenflüchtige |lbr| die werden in jedem krieg verfolgt geächtet und hingerichtet... nur die🇩🇪lieben sie!!
1.0,USRTOK die hätte man früher als hexe verbrannt.
1.0,USRTOK USRTOK hitler ist zurück und heißt jetzt merkel!!
0.0,"vier wochen theater hat genervt, vier jahre wären schlimmer gewesen #jamaikaabbruch"
1.0,USRTOK sind die türken eigentlich alle so aggressiv..
0.0,USRTOK USRTOK nein mich stört es nicht. was stört sie denn das die türken mehr über islam lernen? uns geht das ja nichts an.
1.0,"die zeit ist überreif für dass große ausmisten in politik, justiz u medien dieses ganze rot grün versiffte parteibuch pack zum teufel jagen"
0.0,"USRTOK USRTOK USRTOK sehr gut!! wer nie auf der straße demonstriert hat, muss sich nicht beschweren. |lbr| die zeiten haben sich drastisch geändert. ein geheimes kreuzchen in der wahlurne oder ein wütender internetkommentar reichen bei weitem nicht!!"
0.0,"USRTOK USRTOK ich weiß das sich am thema nichts geändert hat, aber selbst ich hab gesehen das dieser bericht von 2009 ist."
0.0,wahlergebnis war: merkel muß weg. |lbr| da sie nicht geht muß die cdu zur afd bis die merkel alleine ist. |lbr| so kann man sie auch loswerden
0.0,10 points von deutschland für das polnische alpen-porno. das passt!
0.0,"USRTOK das muss ja erstmal durchs parlament gehen, wird werden sehn."
1.0,"man beobachte usa, links und grün stehen wie überall für,intoleranz,gewalt,terror,bei ""gegendemos""das war schon immer so !"
1.0,"USRTOK stimmt, und merkel als reinfall für das deutsche volk und europa!!! |lbr| diese heuchlerin sollte lieber ganz still sein!!!😡😡😡"
0.0,"USRTOK leberwurst selber machen: hühnchenleber, maronen, äpfel, thymian, mayoran, zwiebel - saulecker!"
0.0,"ich bin für islamische kindergärten. in islamischen staaten. in österreich |lbr| bin ich für österreichische kindergärten.ja, so sehe ich das."
1.0,"heute wird “unwort des jahres” bekanntgegeben. wie wärs mit „fresse“, „kacke“ oder „bätschi”? 😂"
1.0,"bosbach hätte die ditfurth mit ohrfeigen und tritten aus dem studio davonjagen |lbr| und ihr den fächer ins maul stopfen sollen. ja, so wäre das."
1.0,europäer begreifen langsam dass sie durch #eu allen voran #merkel #juncker nur belogen und betrogen und ausgenommen werden. |lbr| #katalonien
0.0,längere diskussion auf #altkatholisch|er #synode über die frage der anlage-richtlinien für die gemeinden - #aksynode #aksynode16
0.0,USRTOK nadsi ???wenn schon her obernadsi
0.0,USRTOK wehret den schlusspunkten. gefällt mir.
0.0,bargeld wird abgeschafft! |lbr| dann können banken endlich ungeniert minuszinsen von ersparnissen abbuchen. |lbr| ein geldabheben ist nicht mehr möglich
1.0,USRTOK USRTOK ...niemand mag dich😃😃...aber du erfüllst einen riesen zweck..👍😃
0.0,"USRTOK USRTOK norbert der grüne, willst ne packung mitleid? schenke ich dir und all deine lauchfreunden. |lbr| das du mir die mauer wünscht ist aber nicht nett."
0.0,heute demonstrieren der bayerischer flüchtlingsrat u.a. um 19 uhr am flughafen münchen gegen abschiebungenn nach #afghanistan.
0.0,unter #afghanischeraufschrei wird über das protestzelt gegen #abschiebungen nach #afghanistan getwittert. #afghanistanisnotsafe #düsseldorf
0.0,zur erinnerung es gibt eine große bürgerliche mehrheit im bundestag aber grundvoraussetzung ist merkel u schergen müssen weg |lbr| afd wählen
0.0,"USRTOK USRTOK USRTOK liebe sawsan...so sehr du dich auch bemühst deutsch sein zu wollen, so sehr gehst du anderen damit auf den keks. |lbr| ändere deine taktik..unterstütze lieber andere nationalitäten sich zu ihrer herkunft zu bekennen. |l"
0.0,USRTOK USRTOK budweiser werbung. aber richtig gut.
1.0,"USRTOK ein afrikaner der in china lebt oder geboren ist, ist dann was? africhinese. das ist lachhaft. es gibt nur eine nationale identität. sie hängt von der abstammung ab. eine ratte die im pferdestall geboren wird, ist auch niemals ein pferd. darüber sollte wohl einigkeit bestehen."
0.0,"USRTOK USRTOK USRTOK #kandel #koeln #hamburg #berlin #hameln #essen #neuenhaus #silvester etc etc etc |lbr| von wem verlangt man hier eigentlich ""respektvollen umgang""? |lbr| #nichtmeinekanzlerin |lbr| #neujahrsansprache |lbr| #afd"
0.0,klare forderung der #csu für einen möglichen koalitionsvertrag: wir wollen keinen #eu-beitritt der #türkei
1.0,"USRTOK ""sigmar dumpfbacke gabriel"" gefällt mir richtig gut 🤡"
0.0,USRTOK ein sehr kluger schachzug. bei neuwahlen wird ihnen diese entscheidung nur vorteile bringen. das erste mal dass ich mich mit ihrer partei anfreunden könnte. cdu und spd sowie die grünen müssen weg.
0.0,USRTOK USRTOK wir erhalten keine steuergelder. 🙃
0.0,"USRTOK USRTOK wenn da verbindungen zu dem junge hergestellt werden, ist der rassismus ausschließlich in dem kopf. der junge ist süß."
0.0,"hunde, die bellen, beißen auch. und wenn dich, kim, der amerikanische hund |lbr| an der gurgel hat., ist das spiel mit atombomben aus und vorbei."
0.0,"USRTOK USRTOK dummheit kann sehr hässlich sein, wie man hier sieht!"
1.0,"die türken machen ihre politik in der mitte deutschlands 😂😂😂 meine güte, was hat die merkel-klicke nur für einen iq 😂😂😂"
0.0,USRTOK ein problem das dringend gelöst werden muss und zwar bevor ich über den nachzug von familien mitglieder von asylanten auch nur nach denke.
1.0,USRTOK USRTOK was für eine missratenes blechgesicht....
0.0,USRTOK die energiewende! und der schutz der kleinen schweinswale in der nordsee!
0.0,"so, liebe freunde, draußen - 8° c, ich verkrieche mich in die daunen &gt; ""gute nacht"" ihr lieben 👋👋👋"
1.0,"USRTOK USRTOK USRTOK habt ihr schon in erwägung gezogen das die wahlen nur reine verarsche sind, seit 1949 sind immer die gleichen volksverräter dran, wie blöd kann man sein und das nicht irgendwann zu durchschauen ‼️"
0.0,"USRTOK USRTOK USRTOK USRTOK es gibt gewisse ursachen für den anstieg von kriminalität. was wäre ihre alternative? wollen wir den großteil von menschen die hilfe verwehren, weil eine minderheit kriminel wird? auch die sexuelle gewalt an frauen ist ein gesamtgesellschaftliches problem."
1.0,"USRTOK USRTOK USRTOK USRTOK wenn tauber lebensmüde ist, sollte er bei mir klingeln!!! 😬"
0.0,"USRTOK nein. es geht nicht gegen funktionäre, bin selber kreisvorsitzender. glaube aber das nur ein mitgliederentscheid die partei wieder zusammenbringt."
0.0,"wir sammeln termine von flüchtlingsinitiativen in nrw. schreibt uns, wenn wir diese im newsletter oder bei facebook aufnehmen sollen."
0.0,"USRTOK wer bei USRTOK stimmberechtigter parteitagsdelegierter sein möchte, muss sich von seiner gliederung wählen lassen. da spielt es keine rolle, mdb zu sein oder nicht."
0.0,USRTOK sie erwägen es aus migrationspolitischen gründen. und das darf bei der menschenwürde keine rolle spielen. siehe urteil.
0.0,"USRTOK ihr hetzt permanent gegen trump. und diese ""demokratiebgemeinschaft europa"" ist auf sand gebaut und aus dem geld des von euch ausgebeuteten kleinen mannes. dann lieber ""amerika first"" - das ist echt, das ist ehrlich, da kann sich der ami (egal welche farbe) mit identifizieren"
0.0,USRTOK was ist jetzt der vorwurf an mich?
0.0,"anstatt neue polizeibeamte einzustellen sollen taxifahrer und trucker laut #nrw innenminister reul ""die augen noch mehr mit aufhalten um der kriminalität herr zu werden"" |lbr| es ist nur noch unhaltbar, was diese politik an abartigkeit hervorbringt. |lbr| USRTOK USRTOK USRTOK"
1.0,USRTOK und warum redet dieser vasall merkels dann noch!!!!
0.0,USRTOK schade jetzt ist er beleidigt....ich hoffe wir hsben künftig kein problem mehr wenn ich mich nundig gemacht habe...😃
0.0,USRTOK wer kinder hat sollte schleunigst aufs land ziehen. am besten nicht in germonney
0.0,USRTOK USRTOK sie sind mir noch eine antwort schuldig. ein gebot der höflichkeit
0.0,USRTOK nein. auf alle fälle noch zu wenige 😉
0.0,USRTOK USRTOK jaja...es wird noch schlimmer bevor es richtig schlimm wird... |lbr| mal ehrlich: denis yücel hatte irgendwie recht
1.0,dortmund:leipzig |lbr| die großmäuligen dortmunder werden von leipzig hergespielt. großartig!
1.0,USRTOK der untergang der nation wurde mit der grenz öffnung 1989 eingeleitet. 50% der regierenden sind ost bzw kommunisten.
1.0,USRTOK die cdu und andere parteien sind ein verlogener haufen politiker die sich die taschen auf steuerzahlers kosten voll machen! 😨
0.0,wahl der schöffen für die #synodalgerichte wird durchgeführt - #aksynode16
0.0,wer kommt? am sonntag um 10 uhr feiert kardinal marx ein pontifikalamt in der stiftskirche st. martin in landshut. #landshuterhochzeit
0.0,"wenn merkel die geschichte d. usa kennen würde, wüsste sie, dass d. usa kein interesse an einem starken europa mit einer kanzlerette haben 😜"
0.0,"USRTOK ich freue mich aus tiefstem herzen für die beiden, um die wir in grosser sorge waren."
1.0,"ich empfinde es geradezu als beleidigend, wenn son ein dreckiges stück sed-stasi-erbe, wie a.ferkel den zusammenhalt der gesellschaft predigt!!merkel muß weg ! neuwahlen müßen ran !und so eine elendsfigur wie schulz darf hier nichts zu bestellen haben !"
1.0,"USRTOK unterkunft, normales essen und trinken! schluß! sie sind keine sozialtouristen auf unsere kosten!"
0.0,"bildung u. wahrheit,auch bittere,sind der schlüssel zum erfolg u. kein ausschließl. verteufeln andersdenkender, ru, polens, od. d. ddr 😜"
0.0,USRTOK nur vampiere scheuen den weihrauch wie knoplauch!
0.0,USRTOK mir schwebte auch sofort eine notarielle begleitung vor.
1.0,"sippenhaftung für alle ausländer.. wer länger als 1 jahr keine |lbr| arbeit findet, muss dorthin zurück, wo er herkommt. ohne jede |lbr| ausnahme."
0.0,USRTOK diese bundesregierung ist ab gewählt. es steht ihr nicht zu diese unabhängigkeits erklärung zu kommentieren.
0.0,USRTOK USRTOK unsere mädels...unbelehrbar |lbr| aber das es nicht als vergewaltigung gilt nur weil man sich kannte ist auch neu..!
1.0,"USRTOK wenn ich die gesamten deutschfeindlichen labereien von oppermann, stegner usw. hier aufführen würde, knallte der server durch!"
0.0,die lösung ist einfach: immer eine axtlänge abstand halten!
0.0,USRTOK sie argumentieren auf basis der jahresproduktion. schauen sie sich den letzten freitag zwischen 1700 und 1800 uhr an. was sehen sie da? cl
1.0,"ich grüble nun schon monate, bin ich ein nazi, oder leidet angie unter einer narzisstischen persönlichkeitsstörung 😜"
1.0,"USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK wenn die grünen stinktiere in deutschland verschwinden im september, wird deutschlands luft enorm besser werden!"
0.0,"2/2 ...da ich mein amt als botschafter des staates israel in einem deutschland antrete, das so anders ist als jenes der vergangenheit."""
0.0,"na ja, die chefarztbehandlung für otto normalverbraucher muss nun wirklich nicht sein. 🤔 eine privatversicherung hat nur derjenige der sie sich auch leisten kann. |lbr| der deutsche steuerzahler gehört nicht dazu."
0.0,"kim jong un hält trump für einen schwätzer. würde er ihn ernst nehmen, |lbr| dann würde er die backen zusammenkneifen und schweigen."
1.0,die #afd will einen sitz in der #holocaust-mahnmal-stiftung. leider hat die #luegeafd nach ihren einzug in den #bundestag ein anrecht auf vertretung in diversen aufsichtsgremien - auch für die stiftung »denkmal für die ermordeten #juden europas«. #antisemitismus #noafd #fckafd
0.0,"USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK bedeutet das, dass sie für den antrag stimmen werden oder wie wollen sie sonst sicher stellen, dass kein bds inhalt verbreitet wird?"
1.0,finaler schuss wäre besser dann würde er uns kein geld mehr kosten!
0.0,"#wasmirwichtigist |lbr| rentenniveau, parität in der krankenversicherung, neue europapolitik, ganztagsschule, kooperationsverbot weg, einwanderungsgesetz #sondierung"
1.0,"USRTOK USRTOK bald haben wir in berlin einen imam als bürgermeister.rrg haben abgewirtschaftet .am besten wäre es wenn wir eine mauer um berlin ziehen,um das pack mitsamt der meck-pomm schlampe zu isolieren ,aber bitte keine care-paketflieger schicken!"
0.0,"USRTOK USRTOK das ist auf so viele weisen absurd, dass 280 zeichen für eine antwort nicht ausreichen würden. mehr aufwand sind sie uns an dieser stelle aber nicht wert, so ehrlich müssen wir sein. in jedem fall glückwunsch zu ihrer blühenden phantasie."
0.0,unsere redner_innen sind da und wir sind startklar - gleich geht's los #gay20
0.0,"USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK versuchen sie mal in 20 s einen mord, brandlegung und einen selbstmord und das mit einem repetiergewehr - der tote hat offensichtlich nochmal nachgeladen, denn sonst ist eben eine hülse zuviel."
0.0,USRTOK USRTOK wir sorgen schon dafür das die afd bleibt...und die grünen gehen..!
0.0,USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK das ist ihre spezialität. mehr kommt dann aber auch nicht
1.0,USRTOK irgendwie beruhigend das es woanders noch schwachsinnigere politik gibt als bei den deutschen...
1.0,die brd ist eine einzige schande
1.0,ihr würstel glaubt an den schaden einer erderwärmung. genau |lbr| das gegenteil ist der fall.
1.0,in einer nicht #politicalcorrectness-geistesgestörten welt würden sie dem #invasoren-#abschaum die scheiße aus dem hirn prügeln
1.0,USRTOK einweisen ...dafür gibt’s die geschlossenen... |lbr| und den der diese alte hübsch findet oder gar erotisch....ebenfalls..! |lbr| USRTOK ....im land ihresgleichen bestimmt der renner...😃😃
1.0,USRTOK USRTOK USRTOK hilfe...USRTOK treibt wieder ihr unwesen... |lbr| da sind schon schmierfinke am werke...glaubt tatsächlich noch jemand diesen unfug...?
0.0,veranstaltet von USRTOK in kooperation mit USRTOK USRTOK und USRTOK and trade mission
0.0,"macht hoch die tür', die tor' macht weit, |lbr| es kommt der herr der herrlichkeit, |lbr| ein könig aller königreich'; |lbr| ein heiland aller welt zugleich, |lbr| der heil und segen mit sich bringt; |lbr| derhalben jauchzt, mit freuden singt: |lbr| gelobet sei mein gott, |lbr| mein schöpfer reich von rat."
0.0,seit 6:00 uhr wird zurück geschwiegen. |lbr| #berlin #afrin
0.0,USRTOK eine regierung ohne sachverstand und eigene werte wird nicht handeln 😜
0.0,USRTOK USRTOK jede behausung kann ein knast sein wenn du sie nicht verlassen kannst 😉
1.0,"n-tv: ""murksel ein profi im umgang mit schwierigen partnern"" 😂😂😂 ein profi, wie eine mecklenburger kuh die rückenschwimmen lernt, meine ich😜"
0.0,USRTOK na also...trump hat das friedfertige volk gegeneinander ausgespielt.... |lbr| trump haben wir die proteste zu verdanken ... |lbr| ...es war eine frage der zeit wann die damit rausrücken....😃😃
1.0,"USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK es ist zum kotzen, seit tagen!"
0.0,"USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK kann ich dir nachher schicken, habe zu hause hebräische tastatur."
0.0,"USRTOK mensch, du bist nicht mal in irgendeiner reihe. komm in den bundestag, dann können wir dort streiten."
1.0,USRTOK nicht täuschen lassen....das sind freiwillige die schnellstmöglich dieses affenland verlassen wollten..!
0.0,der wiklich besorgte bürger #87prozent versus 13prozent #wutbürger?
1.0,USRTOK USRTOK dem kommentar entnehme ich das auch ihre schaukel als kind zu nahe an der wand gestanden hat.
0.0,"USRTOK USRTOK USRTOK ja, und wie wär's mit #münchen?"
1.0,USRTOK wie so ein wackeldackel....da hatte der westerwelle von hinten mehr esprit als der da von vorne...
1.0,"USRTOK USRTOK bei den antifa terroristen fällt mir nur eins ein, „ der dieb rannte aus dem kaufhaus und schrie, haltet den dieb“"
1.0,mal schauen wieviel #frauen dieses jahr von illegalen einwanderern #vergewaltigt oder #belästigt werden. |lbr| ich hoffe aufrichtig sollte es dieses jahr #silvester wieder eskalieren dass sich die europäer endlich erheben und es zum #aufstand kommt der in die geschichte eingehen wird.
0.0,"USRTOK ich betone erneut, für ewig aus dem verkehr ziehen, da die zerstörten seelen v frauen u mädchen irreparablen schaden erlitten."
0.0,USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK und USRTOK ? schon mal danke an alle!
1.0,ditib imame = stasi der türkei! |lbr| neue beweise von 2016 liegen den medien und der politik vor. |lbr| was passiert? nix! |lbr| sofort raus aus d! 👇😠
0.0,USRTOK USRTOK er behält seine einbürgerung trotzdem..? |lbr| oder nur wegen statistischer aufhellung..?...😃😃
0.0,das schweigen aus berlin ist unerträglich laut. #afrin
0.0,USRTOK USRTOK diese gesichter kamen zum vorschein weil sich deutschland uneinig ist....und jetzt wird alles nur noch schlimmer..!
1.0,"USRTOK im grunde hätte dir bosbach eine schallende ohrfeige |lbr| geben müssen, dass dir der fächer davongeflogen wäre."
1.0,"USRTOK warum lese ich nix über abgaswerten von ausländischen autos.werden diese daten uns unterschlagen?kann mir beim besten willen nicht vorstellen ,dass nur bei deutschen automotoren geschummelt wurde!!!!!!"
0.0,"USRTOK nö. wie kommen sie darauf, dass wir nur im wahlkampf für marktwirtschaft werben? ist uns immer wichtig. tl"
1.0,"USRTOK ein weiterer grund, den ich häufig erlebe, ist, dass es zu wenig männer (richtige männer 😉) im schuldienst gibt. erfolgreicher unterricht ist vor allem auch identifikation. mädchen lieben mich, jungen rebellieren..."
1.0,"politiker, gleichbedeutend mit berufslügner, richten gerade irreparable schäden für unser land, europa und die welt an und mio schauen zu 😡"
0.0,"USRTOK untaten mit ""flüchtlingen"" oder moslems in verbindung zu bringen wird immer als rassistische hetze gemeldet. fakten benennen = rechtsextremismus. da helfen nur blumige umschreibungen. in der ddr hatte man auch geheimsprachen entwickelt.."
1.0,USRTOK USRTOK ....die lächerliste person seit es die linken gibt. mit einem maulkorb für katja wäre es ruhiger um die linken und zudem wäre sie dann attraktiver...!
0.0,"ich werbe auf basis der sondierung für koalitionsverhandlungen mit der union, auch wenn meine skepsis gegenüber der groko nach wie vor groß ist. |lbr| wir sollten hart verhandeln- da muss noch mehr kommen! am ende haben unsere mitglieder das letzte wort, das ist meine auffassung."
0.0,"wo auch immer in d. eu, od. auf der welt jemand eine andere meinung hat, ""mischt"" sich unsere regierung ein u. daran ist putin nicht schuld😜"
0.0,USRTOK och mann ey - ich hab nur die eigenschaft des nichthellseins benannt. schwarze ist auch nicht recht. übrigens habe ich nichts gegen die. meine lieblingskünstler sind alle nicht hellhaeutig. |lbr| warum sind alle immer so empfindlich? bei weißen darf man hingegen dunkeldeutsche sagen
0.0,"USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK ich seh das auch differenzierter, es war nur die kurzmöglichste zusammenfassung."
1.0,USRTOK USRTOK wie dämlich müssen erst die sesselfurzer sein wenn sie den unterschied von 17 und 32 jahren nicht erkennen....?
1.0,"USRTOK habt ihr immer noch nicht verstanden das der krieg gegen die deutschen schon begonnen hat, das gehört zum plan, es gibt genügend hinweise das diese leute absichtlich bewaffnet werden um solche anschläge auszuführen"
0.0,USRTOK also ich lese auf dem plakat lichter markt. wasn nu??
0.0,"rund 200-300 demonstrierende bei pro-palästinensischer kundgebung am #washingtonplatz. alles halbwegs ruhig, keine auffälligen flaggen. #berlin"
1.0,"die #afd, ihre lupenreinen faschistoiden politiker &amp; die zahlreichen deutschen sympathisanten werden in #deutschland immer lauter. ein richter aus #dresden (parteimitglied) beleidigte den sohn von boris #becker als »halbneger« &amp; es gibt sogar dafür befürworter. #noafd #fckafd"
0.0,USRTOK USRTOK siegmar gabriel... und ihr wollt eine neue #groko??
1.0,"USRTOK USRTOK USRTOK USRTOK die allerwichtigste frage ist doch, ""wie entsorge ich die grünen""! - einfach nicht wählen! die chancen stehen gut!!!!"
0.0,USRTOK wer demonstranten nicht angreift dem passiert auch nix.
0.0,USRTOK nicht berlin steht im mittelpunkt sondern deutschland ist das vergewaltigungs-land in europa...!
0.0,"USRTOK bzgl. doppelmoral ist man in d ganz groß dabei - beitz von kinderpornos ist ja auch nicht schlimm, wie die filme zustande kommen, interessiert keinen."
0.0,USRTOK USRTOK USRTOK USRTOK ich würde gerne weiter diskutieren muss aber morgen früh raus vllt ein ander mal
1.0,"USRTOK hetze der öffentlich- rechtlichen gegen trump, zum kotzen diese verlogenen vasallen merkels!!!"
0.0,"USRTOK geografie 6 ,setzen. |lbr| lybien gehört zu afrika"
0.0,USRTOK USRTOK das sehe ich auch so....hilfe nur dem der sich selbst helfen kann..! |lbr| es wird sich bald einstellen das unsere polizei bei verbrechen garnicht anreisen wird....bald
0.0,"USRTOK USRTOK bei denen ist nichts zu retten. dumpfnazitum gibt es da, also assis, die sich beim fußball prügeln und antisemitische parolen brüllen. die vaterlosen deutschen jungen lassen sich derweil von salafisten anwerben. #kulturpessimismus 😥"
0.0,😂😂😂wie sie versuchen im takt zu tanzen....
1.0,"USRTOK USRTOK die gesamten nullen der altparteien, sind nur noch ein merkel-wahlzirkus! |lbr| nur posten zählen! deutschlands bürger interessieren denen einen scheiß!"
0.0,USRTOK USRTOK ich wünschte afd wäre schon soweit große verantwortungen zu übernehmen.... |lbr| ich wünschte ich würde meinen wunsch nicht bereuen....!
0.0,antrag 29 wird an die rechtskommission überwiesen - #aksynode16
1.0,"USRTOK eine partei ohne rückgrat die auf das votum der wählerschaft schei ...t, und sich gerade selbst zerlegt. der wähler vergisst nicht!!!!!!"
1.0,"da sieht man, dass schulz 2x sitzen geblieben ist. er irrt, wenn er glaubt, |lbr| dass die flüchtlinge nach osteuropa gehen. sie wollen -deutsch."
1.0,die neue pampers werbung. |lbr| nur kinder von invasoren die man uns dort zeigt. |lbr| ich würde keine pampers kaufen. |lbr| deutsche sollten nur deutsche produkte kaufen. |lbr| und deutsche werbung.
0.0,"USRTOK USRTOK USRTOK USRTOK hört sich an als hättest du einen ratschlag für mich...?...was meinst, stehe ich etwa auf verlorenem posten..?"
0.0,"#dieselgipfel verursacherprinzip muss gelten: nicht verbraucher, konzerne müssen die kosten tragen. (3)"
0.0,USRTOK USRTOK österreicher haben diesen kurz...diesen schnösel...der auch noch gute politik macht..! |lbr| sehr zum leidwesen der deutschen politiker die daran gemessen werden...😃
0.0,USRTOK wenn du meinst hab besseres vor als mich über geschlechter zu unterhalten schönen tag noch
0.0,USRTOK das ist großer unsinn. x-mal haben wir die wahl eines spd-kanzlers angeboten.
0.0,"USRTOK lieber herr neumann,war gerade offline, als ihre nachricht kam;hoffe, das bild ist jetzt angekommen &amp; o.k. herzlich USRTOK"
0.0,USRTOK wir haben diesen ausruf bei unseren beobachtungen der vergangenen tage weder auf deutsch noch auf arabisch gehört.
0.0,gerade wieder ne diskussion mit nen linken...
0.0,USRTOK USRTOK und wir-das volk- sollten und müssten unsere zustimmung geben....das verstehe ich unter einer bereicherung...!
0.0,"wie es mit der USRTOK weiter geht, hängt keineswegs allein davon ab, ob wir regieren oder nicht. entscheidend ist, ob wir die richtigen antworten haben auf die fragen unserer zeit. deswegen ist #spderneuern so wichtig. freue mich auf tag 2 beim #spdbt17."
1.0,"pünktlich zum wahlkampfauftakt ermittelt der ""brüsseler sumpf"" gg. schulz 😜 brücke bauen, 100tsd kühe rüber und zuscheißen dieses ""nest"" 🤢"
1.0,younower zu werden ist der finale schritt um ein hurensohn zu werden
0.0,"USRTOK USRTOK ja. wenn ich geld hätte, würde ich ein heim bauen für all die assikinder. mit geregelten mahlzeiten, tischgebet, hausmusik, frühsport, gartenarbeiten..."
0.0,"USRTOK USRTOK USRTOK die propaganda gegen die afd ist mit worten nicht mehr zu beschreiben, die systemmedien zusammen mit den meinungsforschungsinstituten übertreffen sich gegenseitig"
0.0,USRTOK merkel will deutschland vernichten und wir labern über klimawandel!
1.0,jetzt hört doch auf mit dem 2-maligen sitzenbleiber schulz. der ist doch ein |lbr| unwürdiger kanzlerkandidat. jagt ihn davon.
0.0,USRTOK ohne quellen oder statistiken sind diese menschen hoffnungslos aufgeschmissen da sie nicht in der lage sind selber zu denken.
0.0,USRTOK schon wieder eine lüge..... nur 213..?? |lbr| es sind doch eher 213 tausend...oder mehr
